Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
body_link,-0.00088924,0.00065867,0.025239,0,0,0,0.48226,0.00059003,1.7483E-07,1.2179E-05,0.00065227,5.4205E-08,0.00096831,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/body_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/body_link.STL,,STS3215_03a v1.step-3/main.step-1;sts3215_coaxial_stradded_bracket_haa-5;STS3215_03a v1.step-3/ac2.step-1;STS3215_03a v1.step-3/ac1.step-1;STS3215_03a v1.step-1/main.step-1;sts3215_coaxial_stradded_bracket_haa-2;casing_front-1;STS3215_03a v1.step-1/ac1.step-1;STS3215_03a v1.step-1/ac2.step-1;‎WSH-SBS-01-2;casing_middle-1;STS3215_03a v1.step-2/main.step-1;sts3215_coaxial_stradded_bracket_haa-1;STS3215_03a v1.step-2/ac2.step-1;STS3215_03a v1.step-2/ac1.step-1;sts3215_coaxial_stradded_bracket_haa-3;STS3215_03a v1.step-6/ac2.step-1;STS3215_03a v1.step-6/main.step-1;STS3215_03a v1.step-6/ac1.step-1;casing_back-1,body_coords,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
shoulder_link,-0.056659,-0.0032609,-0.081911,0,0,0,0.48226,0.003376,-2.46E-06,-5.5591E-07,0.004088,-6.7094E-05,0.0010213,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/shoulder_link.STL,,,shoulder_coords,shoulder_axis,haa_joint,revolute,-0.0828,-0.0559999999999999,0.0285,1.5707963267949,0,-1.5707963267949,body_link,0,0,1,0,0,0,0,,,,,,,,
