Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
body_link,-0.000889242251136346,0.00065866860454622,0.0252390940732559,0,0,0,0.482255179604208,0.000590030011142084,1.74833019226649E-07,1.21790430692212E-05,0.000652273135047948,5.42047268018053E-08,0.000968313234449169,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/body_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/body_link.STL,,STS3215_03a v1.step-3/main.step-1;sts3215_coaxial_stradded_bracket_haa-5;STS3215_03a v1.step-3/ac2.step-1;STS3215_03a v1.step-3/ac1.step-1;STS3215_03a v1.step-1/main.step-1;sts3215_coaxial_stradded_bracket_haa-2;casing_front-1;STS3215_03a v1.step-1/ac1.step-1;STS3215_03a v1.step-1/ac2.step-1;‎WSH-SBS-01-2;casing_middle-1;STS3215_03a v1.step-2/main.step-1;sts3215_coaxial_stradded_bracket_haa-1;STS3215_03a v1.step-2/ac2.step-1;STS3215_03a v1.step-2/ac1.step-1;sts3215_coaxial_stradded_bracket_haa-3;STS3215_03a v1.step-6/ac2.step-1;STS3215_03a v1.step-6/main.step-1;STS3215_03a v1.step-6/ac1.step-1;casing_back-1,body_coords,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
shoulder_link,-0.0566586686058532,-0.0032609059332157,-0.0749107577470988,0,0,0,0.482255178647126,0.00337597987714695,-2.46002607124036E-06,-5.5590771285105E-07,0.00408795872338614,-6.70940235769295E-05,0.0010212774238884,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://chassis_sub.SLDASM/meshes/shoulder_link.STL,,,shoulder_coords,shoulder_axis,haa_joint,revolute,-0.0758,-0.056,0.0285,1.5708,0,-1.5708,body_link,0,0,1,0,0,0,0,,,,,,,,
